sku,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,display_product_options_in,map_price,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,is_in_stock,website_id,color,size
KAN-AP-17WF15_2,Default,simple,Default Category/Sale/Dresses,base,KURTA DRESS WITH TAPE DETAIL_M,"A-line dress with tape detail and buttons in front.
 -Handwoven eri silk
-Half Sleeves
-Regular Fit
-Made in India
Wash Care: This product is created with handwoven textile and is delicate so Dry Clean Only.
Model is 5'8"" and is wearing a Small size. Dress length is 41""/104 cms. 
Shipping: This product is expected to be shipped within 4-5 days.",A LINE DRESS WITH TAPE DETAIL.,1,1,Taxable Goods,Not Visible Individually,10000,4000,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",3,1,0,1,Monochrome Black,M
KAN-AP-17WF15_1,Default,simple,Default Category/Sale/Dresses,base,KURTA DRESS WITH TAPE DETAIL_L,"A-line dress with tape detail and buttons in front.
 -Handwoven eri silk
-Half Sleeves
-Regular Fit
-Made in India
Wash Care: This product is created with handwoven textile and is delicate so Dry Clean Only.
Model is 5'8"" and is wearing a Small size. Dress length is 41""/104 cms. 
Shipping: This product is expected to be shipped within 4-5 days.",A LINE DRESS WITH TAPE DETAIL.,1,1,Taxable Goods,Not Visible Individually,10000,4000,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",0,0,0,1,Monochrome Black,L
KAN-AP-17WF16_3,Default,simple,Default Category/Sale/Bottoms,base,WIDE LEG PANTS WITH FRONT KANTHA_S,"Wide leg pants with kantha detail in front, elastic at back and side zipper.
 -Handwoven chanderi
-Straight Fit
-Made in India
Wash Care: This product is created with handwoven textile and is delicate so Soft Hand Wash Only.
Model is 5'8"" and is wearing a Small size. Pant length is 40""/102 cms. 
Shipping: This product is expected to be shipped within 4-5 days.",WIDE LEG PANTS WITH KANTHA DETAIL IN FRONT.,1,1,Taxable Goods,Not Visible Individually,4000,1600,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",0,0,0,1,Black,S
KAN-AP-17WF16_2,Default,simple,Default Category/Sale/Bottoms,base,WIDE LEG PANTS WITH FRONT KANTHA_M,"Wide leg pants with kantha detail in front, elastic at back and side zipper.
 -Handwoven chanderi
-Straight Fit
-Made in India
Wash Care: This product is created with handwoven textile and is delicate so Soft Hand Wash Only.
Model is 5'8"" and is wearing a Small size. Pant length is 40""/102 cms. 
Shipping: This product is expected to be shipped within 4-5 days.",WIDE LEG PANTS WITH KANTHA DETAIL IN FRONT.,1,1,Taxable Goods,Not Visible Individually,4000,1600,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",1,1,0,1,Black,M
KAN-AP-17WF16_1,Default,simple,Default Category/Sale/Bottoms,base,WIDE LEG PANTS WITH FRONT KANTHA_L,"Wide leg pants with kantha detail in front, elastic at back and side zipper.
 -Handwoven chanderi
-Straight Fit
-Made in India
Wash Care: This product is created with handwoven textile and is delicate so Soft Hand Wash Only.
Model is 5'8"" and is wearing a Small size. Pant length is 40""/102 cms. 
Shipping: This product is expected to be shipped within 4-5 days.",WIDE LEG PANTS WITH KANTHA DETAIL IN FRONT.,1,1,Taxable Goods,Not Visible Individually,4000,1600,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",0,0,0,1,Black,L
KAN-AP-17WF17_1,Default,simple,Default Category/Sale/Stoles,base,SQUARE STOLE WITH TASSEL DETAIL_ONE-SIZE,"Square stole with tassel details.
 -Handwoven chanderi
-One Size
-Made in India
Wash Care: This product is created with handwoven textile and is delicate so Dry Clean Only.
Model is 5'8"" and is wearing One Size. 
Shipping: This product is expected to be shipped within 4-5 days.",SQUARE STOLE WITH TASSEL DETAILS.,1,1,Taxable Goods,Not Visible Individually,3200,1280,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",5,1,0,1,Black,One Size
KAN-AP-17WF18_3,Default,simple,Default Category/Sale/Tops-Tunics,base,FRONT DRAPE ASYEMMETRIC TOP_S,"Front drape asymmetric top.
 -Handwoven eri silk
-Full Sleeves
-Regular Fit
-Made in India
Wash Care: This product is created with handwoven textile and is delicate so Dry Clean Only.
Model is 5'8"" and is wearing a Small size. Top length is 36""/91 cms. 
Shipping: This product is expected to be shipped within 4-5 days.",DRAPE FOLD ASYEMMETRIC TOP.,1,1,Taxable Goods,Not Visible Individually,7100,2840,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",0,0,0,1,Monochrome Black,S
KAN-AP-17WF18_2,Default,simple,Default Category/Sale/Tops-Tunics,base,FRONT DRAPE ASYEMMETRIC TOP_M,"Front drape asymmetric top.
 -Handwoven eri silk
-Full Sleeves
-Regular Fit
-Made in India
Wash Care: This product is created with handwoven textile and is delicate so Dry Clean Only.
Model is 5'8"" and is wearing a Small size. Top length is 36""/91 cms. 
Shipping: This product is expected to be shipped within 4-5 days.",DRAPE FOLD ASYEMMETRIC TOP.,1,1,Taxable Goods,Not Visible Individually,7100,2840,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",1,1,0,1,Monochrome Black,M
KAN-AP-17WF18_1,Default,simple,Default Category/Sale/Tops-Tunics,base,FRONT DRAPE ASYEMMETRIC TOP_L,"Front drape asymmetric top.
 -Handwoven eri silk
-Full Sleeves
-Regular Fit
-Made in India
Wash Care: This product is created with handwoven textile and is delicate so Dry Clean Only.
Model is 5'8"" and is wearing a Small size. Top length is 36""/91 cms. 
Shipping: This product is expected to be shipped within 4-5 days.",DRAPE FOLD ASYEMMETRIC TOP.,1,1,Taxable Goods,Not Visible Individually,7100,2840,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",0,0,0,1,Monochrome Black,L
KAN-AP-17WF20_3,Default,simple,Default Category/Sale/Dresses,base,RAGLAN SLEEVE EMBROIDERED DRESS_S,"Front raglan sleeve dress with gathers and zari hand embroidery. 
 -Handwoven cotton by silk + chanderi
-Quarter Sleeves
 -Front open hidden button placket -Slightly Oversize fit
-Made in India
Wash Care: This product is created with handwoven textile and is delicate so Dry Clean Only.
Model is 5'8"" and is wearing a Small size. Dress length is 42""/107 cms. 
Shipping: This product is expected to be shipped within 4-5 days.",FRONT RAGLAN SLEEVE DRESS WITH GATHERS AND ZARI HAND EMBROIDERY.,1,1,Taxable Goods,Not Visible Individually,11000,4400,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",0,0,0,1,Ivory,S
KAN-AP-17WF20_2,Default,simple,Default Category/Sale/Dresses,base,RAGLAN SLEEVE EMBROIDERED DRESS_M,"Front raglan sleeve dress with gathers and zari hand embroidery. 
 -Handwoven cotton by silk + chanderi
-Quarter Sleeves
 -Front open hidden button placket -Slightly Oversize fit
-Made in India
Wash Care: This product is created with handwoven textile and is delicate so Dry Clean Only.
Model is 5'8"" and is wearing a Small size. Dress length is 42""/107 cms. 
Shipping: This product is expected to be shipped within 4-5 days.",FRONT RAGLAN SLEEVE DRESS WITH GATHERS AND ZARI HAND EMBROIDERY.,1,1,Taxable Goods,Not Visible Individually,11000,4400,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",3,1,0,1,Ivory,M
KAN-AP-17WF20_1,Default,simple,Default Category/Sale/Dresses,base,RAGLAN SLEEVE EMBROIDERED DRESS_L,"Front raglan sleeve dress with gathers and zari hand embroidery. 
 -Handwoven cotton by silk + chanderi
-Quarter Sleeves
 -Front open hidden button placket -Slightly Oversize fit
-Made in India
Wash Care: This product is created with handwoven textile and is delicate so Dry Clean Only.
Model is 5'8"" and is wearing a Small size. Dress length is 42""/107 cms. 
Shipping: This product is expected to be shipped within 4-5 days.",FRONT RAGLAN SLEEVE DRESS WITH GATHERS AND ZARI HAND EMBROIDERY.,1,1,Taxable Goods,Not Visible Individually,11000,4400,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",0,0,0,1,Ivory,L
KAN-AP-17WF24_3,Default,simple,Default Category/Sale/Tops-Tunics,base,CROP TOP WITH PLEAT & EMBROIDERY DETAIL_S,"Pleat detail top with kantha and hand embroidery. Frill detail on sleeve. 
 -Cotton Slub
-Mid length Sleeves
-Front open hidden button placket
-Made in India
Wash Care: This product is created with handwoven textile and is delicate so Dry Clean Only.
Model is 5'8"" and is wearing a Small size. Top length is 17""/43 cms. 
Shipping: This product is expected to be shipped within 4-5 days.",PLEAT DETAIL TOP WITH KANTHA AND HAND EMBROIDERY.,1,1,Taxable Goods,Not Visible Individually,5000,2000,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",0,0,0,1,Tangerine Orange,S
KAN-AP-17WF24_2,Default,simple,Default Category/Sale/Tops-Tunics,base,CROP TOP WITH PLEAT & EMBROIDERY DETAIL_M,"Pleat detail top with kantha and hand embroidery. Frill detail on sleeve. 
 -Cotton Slub
-Mid length Sleeves
-Front open hidden button placket
-Made in India
Wash Care: This product is created with handwoven textile and is delicate so Dry Clean Only.
Model is 5'8"" and is wearing a Small size. Top length is 17""/43 cms. 
Shipping: This product is expected to be shipped within 4-5 days.",PLEAT DETAIL TOP WITH KANTHA AND HAND EMBROIDERY.,1,1,Taxable Goods,Not Visible Individually,5000,2000,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",1,1,0,1,Tangerine Orange,M
KAN-AP-17WF24_1,Default,simple,Default Category/Sale/Tops-Tunics,base,CROP TOP WITH PLEAT & EMBROIDERY DETAIL_L,"Pleat detail top with kantha and hand embroidery. Frill detail on sleeve. 
 -Cotton Slub
-Mid length Sleeves
-Front open hidden button placket
-Made in India
Wash Care: This product is created with handwoven textile and is delicate so Dry Clean Only.
Model is 5'8"" and is wearing a Small size. Top length is 17""/43 cms. 
Shipping: This product is expected to be shipped within 4-5 days.",PLEAT DETAIL TOP WITH KANTHA AND HAND EMBROIDERY.,1,1,Taxable Goods,Not Visible Individually,5000,2000,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",0,0,0,1,Tangerine Orange,L
KAN-AP-17WF25_1,Default,simple,Default Category/Sale/Sarees,base,MONOCHROME SAREE WITH EMBROIDERY_ONE-SIZE,"Multi pattern saree with monochrome hand embroidery, tassels on pallu and beading details. Blouse comes separately.

-Handwoven cotton by silk + chanderi
 -Made in India
Wash Care: This product is created with handwoven textile and is delicate so Dry Clean only.
Model is 5'8"" and is wearing One Size. 
 Shipping: This product is expected to be shipped within 4-5 days.",MULTI PATTERN SAREE WITH MONOCHROME HAND EMBROIDERY AND BEADING DETAILS.,1,1,Taxable Goods,Not Visible Individually,19400,7760,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",1,1,0,1,Ivory,One Size
KAN-AP-17WF28_3,Default,simple,Default Category/Sale/Dresses,base,PLEAT DETAIL DRESS_S,"Multipleat Midi dress with front buttons
 -Viscose Cotton
-Elbow length Sleeves -Regular fit
-Made in India
Wash Care: This product is created with handwoven textile and is delicate so Dry Clean Only.
Model is 5'8"" and is wearing a Small size. Dress length is 45""/114 cms. 
Shipping: This product is expected to be shipped within 4-5 days.",MULTI PLEAT MIDI DRESS.,1,1,Taxable Goods,Not Visible Individually,8700,3480,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",0,0,0,1,Black,S
KAN-AP-17WF28_2,Default,simple,Default Category/Sale/Dresses,base,PLEAT DETAIL DRESS_M,"Multipleat Midi dress with front buttons
 -Viscose Cotton
-Elbow length Sleeves -Regular fit
-Made in India
Wash Care: This product is created with handwoven textile and is delicate so Dry Clean Only.
Model is 5'8"" and is wearing a Small size. Dress length is 45""/114 cms. 
Shipping: This product is expected to be shipped within 4-5 days.",MULTI PLEAT MIDI DRESS.,1,1,Taxable Goods,Not Visible Individually,8700,3480,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",4,1,0,1,Black,M
KAN-AP-17WF28_1,Default,simple,Default Category/Sale/Dresses,base,PLEAT DETAIL DRESS_L,"Multipleat Midi dress with front buttons
 -Viscose Cotton
-Elbow length Sleeves -Regular fit
-Made in India
Wash Care: This product is created with handwoven textile and is delicate so Dry Clean Only.
Model is 5'8"" and is wearing a Small size. Dress length is 45""/114 cms. 
Shipping: This product is expected to be shipped within 4-5 days.",MULTI PLEAT MIDI DRESS.,1,1,Taxable Goods,Not Visible Individually,8700,3480,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",0,0,0,1,Black,L
KAN-AP-17WF30_1,Default,simple,Default Category/Sale/Sarees,base,GOLD PRINT SAREE_ONE-SIZE,"Gold foil print saree with sheer trims. Blouse comes separately.

 -Handwoven chanderi
 -Made in India
Wash Care: This product is created with handwoven textile and is delicate so Dry Clean only.
Model is 5'8"" and is wearing One Size. 
 Shipping: This product is expected to be shipped within 4-5 days.",FOIL PRINTED SAREE IN GOLD WITH SHEER TRIMS.,1,1,Taxable Goods,Not Visible Individually,23300,9320,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",4,1,0,1,Black,One Size
KAN-AP-20FW01_3,Default,simple,Default Category/Shop/Dresses,base,FIONA DRESS_S,"Pinted Dress with gather detail and zipper at back.
 -Khadi
-Full Sleeves
-Slightly Oversized Fit
-Made in India
Wash Care: This product is created with handwoven textile and is delicate so Cold Machine Wash Only.
Model is 5'8"" and is wearing a Small size. Dress length is 45""/114 cms. 
Shipping: This product is expected to be shipped within 10 days.",Printed Dress with gather detail.,1,1,Taxable Goods,Not Visible Individually,8300,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",2,1,0,1,Garland Print,S
KAN-AP-20FW01_2,Default,simple,Default Category/Shop/Dresses,base,FIONA DRESS_M,"Pinted Dress with gather detail and zipper at back.
 -Khadi
-Full Sleeves
-Slightly Oversized Fit
-Made in India
Wash Care: This product is created with handwoven textile and is delicate so Cold Machine Wash Only.
Model is 5'8"" and is wearing a Small size. Dress length is 45""/114 cms. 
Shipping: This product is expected to be shipped within 10 days.",Printed Dress with gather detail.,1,1,Taxable Goods,Not Visible Individually,8300,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",1,1,0,1,Garland Print,M
KAN-AP-20FW01_1,Default,simple,Default Category/Shop/Dresses,base,FIONA DRESS_L,"Pinted Dress with gather detail and zipper at back.
 -Khadi
-Full Sleeves
-Slightly Oversized Fit
-Made in India
Wash Care: This product is created with handwoven textile and is delicate so Cold Machine Wash Only.
Model is 5'8"" and is wearing a Small size. Dress length is 45""/114 cms. 
Shipping: This product is expected to be shipped within 10 days.",Printed Dress with gather detail.,1,1,Taxable Goods,Not Visible Individually,8300,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",0,0,0,1,Garland Print,L
KAN-AP-20FW02_2,Default,simple,Default Category/Shop/Dresses,base,ISLE DRESS_S-M,"Two tier dress with floral embroidery and zipper at back
 -Lama
-Sleeveless
-Relaxed Fit
-Made in India
Wash Care: This product is created with handwoven textile and is delicate so Dry Clean Only.
Model is 5'8"" and is wearing a Small-Medium size. Dress length is 44""/112 cms. 
Shipping: This product is expected to be shipped within 10 days.",Two tier floral embroidery dress.,1,1,Taxable Goods,Not Visible Individually,8400,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",0,0,0,1,Mulberry,S-M
KAN-AP-20FW02_1,Default,simple,Default Category/Shop/Dresses,base,ISLE DRESS_M-L,"Two tier dress with floral embroidery and zipper at back
 -Lama
-Sleeveless
-Relaxed Fit
-Made in India
Wash Care: This product is created with handwoven textile and is delicate so Dry Clean Only.
Model is 5'8"" and is wearing a Small-Medium size. Dress length is 44""/112 cms. 
Shipping: This product is expected to be shipped within 10 days.",Two tier floral embroidery dress.,1,1,Taxable Goods,Not Visible Individually,8400,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",0,0,0,1,Mulberry,M-L
KAN-AP-20FW03_3,Default,simple,Default Category/Shop/Dresses,base,DEAR DONNA DRESS_S,"Gather detail dress with side pockets and zipper at back.
 -Moss Crepe
-Full Sleeves
-Regular Fit
-Made in India
Wash Care: This product is created with handwoven textile and is delicate so Soft Hand Wash Only.
Model is 5'8"" and is wearing a Small size. Dress length is 43""/109 cms. 
Shipping: This product is expected to be shipped within 8 days.",Gather detail dress with side pockets.,1,1,Taxable Goods,Not Visible Individually,7000,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",1,1,0,1,Mulberry,S
KAN-AP-20FW03_2,Default,simple,Default Category/Shop/Dresses,base,DEAR DONNA DRESS_M,"Gather detail dress with side pockets and zipper at back.
 -Moss Crepe
-Full Sleeves
-Regular Fit
-Made in India
Wash Care: This product is created with handwoven textile and is delicate so Soft Hand Wash Only.
Model is 5'8"" and is wearing a Small size. Dress length is 43""/109 cms. 
Shipping: This product is expected to be shipped within 8 days.",Gather detail dress with side pockets.,1,1,Taxable Goods,Not Visible Individually,7000,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",1,1,0,1,Mulberry,M
KAN-AP-20FW03_1,Default,simple,Default Category/Shop/Dresses,base,DEAR DONNA DRESS_L,"Gather detail dress with side pockets and zipper at back.
 -Moss Crepe
-Full Sleeves
-Regular Fit
-Made in India
Wash Care: This product is created with handwoven textile and is delicate so Soft Hand Wash Only.
Model is 5'8"" and is wearing a Small size. Dress length is 43""/109 cms. 
Shipping: This product is expected to be shipped within 8 days.",Gather detail dress with side pockets.,1,1,Taxable Goods,Not Visible Individually,7000,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",1,1,0,1,Mulberry,L
KAN-AP-20FW04_2,Default,simple,Default Category/Shop/Dresses,base,HOPE DRESS_S-M,"Patchwork detail front open collar dress with side pockets and pleated back with loop button.
 -Khadi
-Full Sleeves
-Regular Fit
-Made in India
Wash Care: This product is created with handwoven textile and is delicate so Dry Clean Only.
Model is 5'8"" and is wearing a Small-Medium size. Dress length is 46""/117 cms. 
Shipping: This product is expected to be shipped within 10 days.",Patchwork detail front open collar dress with side pockets.,1,1,Taxable Goods,Not Visible Individually,7800,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",1,1,0,1,Mahogany,S-M
KAN-AP-20FW04_1,Default,simple,Default Category/Shop/Dresses,base,HOPE DRESS_M-L,"Patchwork detail front open collar dress with side pockets and pleated back with loop button.
 -Khadi
-Full Sleeves
-Regular Fit
-Made in India
Wash Care: This product is created with handwoven textile and is delicate so Dry Clean Only.
Model is 5'8"" and is wearing a Small-Medium size. Dress length is 46""/117 cms. 
Shipping: This product is expected to be shipped within 10 days.",Patchwork detail front open collar dress with side pockets.,1,1,Taxable Goods,Not Visible Individually,7800,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",4,1,0,1,Mahogany,M-L
